list-none-none,1,10,1,30,110000,3666
list-none-none,1,100,1,300,126000,420
list-none-none,1,1000,1,3000,2414000,804
list-none-none,1,10000,1,30000,537899000,17929
list-none-none,1,20000,1,60000,2497160000,41619
list-none-none,2,10,1,60,108000,1800
list-none-none,2,100,1,600,244000,406
list-none-none,2,1000,1,6000,12136000,2022
list-none-none,4,1,1,12,153000,12750
list-none-none,4,10,1,120,165000,1375
list-none-none,4,100,1,1200,390000,325
list-none-none,4,1000,1,12000,31145000,2595
list-none-none,8,1,1,24,348000,14500
list-none-none,8,10,1,240,235000,979
list-none-none,8,100,1,2400,595000,247
list-none-none,8,1000,1,24000,93146000,3881
list-none-none,12,1,1,36,288000,8000
list-none-none,12,10,1,360,319000,886
list-none-none,12,100,1,3600,760000,211
list-i-none,2,1,1,6,158000,26333
list-i-none,2,2,1,12,149000,12416
list-i-none,2,4,1,24,144000,6000
list-i-none,2,8,1,48,137000,2854
list-i-none,2,16,1,96,161000,1677
list-i-none,4,1,1,12,192000,16000
list-i-none,4,4,1,48,181000,3770
list-i-none,4,8,1,96,165000,1718
list-i-none,8,1,1,24,307000,12791
list-i-none,12,1,1,36,299000,8305
list-i-none,12,2,1,72,760000,10555
list-d-none,2,2,1,12,136000,11333
list-d-none,2,4,1,24,146000,6083
list-d-none,2,8,1,48,139000,2895
list-d-none,2,16,1,96,146000,1520
list-d-none,2,32,1,192,109000,567
list-d-none,4,1,1,12,140000,11666
list-d-none,4,4,1,48,145000,3020
list-d-none,4,8,1,96,139000,1447
list-d-none,4,16,1,192,145000,755
list-d-none,8,2,1,48,233000,4854
list-d-none,8,4,1,96,223000,2322
list-d-none,8,8,1,192,261000,1359
list-d-none,8,16,1,384,360000,937
list-d-none,12,1,1,36,290000,8055
list-d-none,12,2,1,72,253000,3513
list-d-none,12,4,1,144,284000,1972
list-d-none,12,16,1,576,499000,866
list-il-none,2,1,1,6,118000,19666
list-il-none,2,2,1,12,126000,10500
list-il-none,2,4,1,24,121000,5041
list-il-none,2,8,1,48,145000,3020
list-il-none,2,16,1,96,150000,1562
list-il-none,2,32,1,192,209000,1088
list-il-none,4,2,1,24,153000,6375
list-il-none,4,4,1,48,148000,3083
list-il-none,4,8,1,96,162000,1687
list-il-none,4,16,1,192,219000,1140
list-il-none,8,1,1,24,231000,9625
list-il-none,8,2,1,48,409000,8520
list-il-none,8,4,1,96,735000,7656
list-il-none,8,8,1,192,2065000,10755
list-il-none,8,16,1,384,6691000,17424
list-il-none,12,1,1,36,360000,10000
list-il-none,12,2,1,72,700000,9722
list-il-none,12,4,1,144,1530000,10625
list-il-none,12,8,1,288,4241000,14725
list-il-none,12,16,1,576,14400000,25000
list-dl-none,2,1,1,6,130000,21666
list-dl-none,2,2,1,12,121000,10083
list-dl-none,2,4,1,24,121000,5041
list-dl-none,2,8,1,48,116000,2416
list-dl-none,2,16,1,96,154000,1604
list-dl-none,2,32,1,192,212000,1104
list-dl-none,4,1,1,12,146000,12166
list-dl-none,4,2,1,24,150000,6250
list-dl-none,4,4,1,48,197000,4104
list-dl-none,4,8,1,96,282000,2937
list-dl-none,8,1,1,24,245000,10208
list-dl-none,8,2,1,48,416000,8666
list-dl-none,8,4,1,96,723000,7531
list-dl-none,8,8,1,192,1922000,10010
list-dl-none,12,2,1,72,683000,9486
list-dl-none,12,4,1,144,1439000,9993
list-dl-none,12,8,1,288,4015000,13940
list-dl-none,12,16,1,576,15894000,27593
list-i-m,12,32,1,1152,5849000,5077
list-d-m,12,32,1,1152,4416000,3833
list-il-m,12,32,1,1152,15003000,13023
list-dl-m,12,32,1,1152,14486000,12574
list-i-s,12,32,1,1152,4231209000,3672924
list-d-s,12,32,1,1152,4329436000,3758190
